,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,RF
195805,3.17,3.55,0.7,5.5,3.58,-0.42,3.21,1.18,1.76,5.24,1.87,6.95,3.37,2.39,4.25,5.3,4.63,6.4,0.4,1.52,2.22,1.9,0.79,4.95,4.15,2.84,3.8,8.57,2.27,2.04,0.11
195806,2.87,3.11,4.01,5.32,0.59,3.9,-4.13,3.26,3.08,0.22,2.86,0.96,2.71,1.69,3.07,1.68,3.62,2.46,5.02,2.22,1.69,2.36,5.86,1.6,2.63,1.87,2.19,1.96,2.97,6.79,0.03
195807,1.49,3.37,0.04,2.53,-0.85,10.09,2.8,6.04,7.93,7.54,6.76,11.62,8.49,4.91,9.74,6.05,3.9,12.52,0.57,1.2,0.97,-0.33,2.67,5.66,8.5,4.33,1.77,3.23,2.08,1.58,0.07
195808,2.37,5.11,2.33,7.12,8.65,-1.6,2.83,2.02,2.6,4.39,2.4,3.09,3.73,2.18,-0.39,0.5,-2.19,2.66,1.95,-0.97,2.44,1.51,2.04,2.96,2.36,3.68,5.9,6.43,4.68,9.54,0.04
195809,2.13,6.4,8.19,8.6,7.95,4.68,4.23,11.91,3.06,10.26,3.95,8.54,4.39,5.88,9.95,-0.31,1.14,-0.18,3.54,3.67,5.24,5.57,6.93,4.42,8.53,2.39,4.29,11.1,-0.22,-1.75,0.19
195810,1.98,6.17,1.88,8.16,5.43,9.9,-0.05,1.23,0.98,3.62,1.54,5.09,3.42,4.2,2.53,6.27,3.26,2.74,1.49,4.46,1.63,4.56,5.09,2.52,3.72,1.42,1.37,3.94,3.86,3.8,0.18
195811,4.92,5.64,1.88,4.86,8.19,4.76,2.35,8.14,3.52,2.79,4.17,0.72,4.29,4.01,3.21,0.32,1.82,-0.84,2.09,3.06,2.24,7.01,4.95,3.67,5.94,4.25,6.12,14.53,2.45,4.15,0.11
195812,3.1,0.92,3.99,0.51,-1.42,2.11,4.37,4.83,6.03,3.68,5.28,6.96,3.09,11.65,4.08,1.71,4.37,4.21,1.42,6.16,13.52,9.3,15.03,3.41,2.48,5.54,6.04,-1.46,4.51,8.29,0.22
195901,2.56,2.72,8.97,4.71,4.08,2.27,8.36,-0.41,-0.06,3.47,2.03,1.59,1.48,-0.46,0.52,0.41,4.94,2.08,0.7,1.45,4.12,5.7,-3.54,0.98,3.65,0.28,3.85,2.79,-2.48,-1.12,0.21
195902,3.11,3.17,0.94,6.33,-1.22,3.67,5.43,4.05,5.47,5.91,3.52,1.49,3.18,4.76,-0.06,5.64,-1.55,-0.88,-7.31,1.44,5.03,-0.67,5.94,3.69,1.36,1.67,2.89,3.4,2.58,4.78,0.19
195903,-0.38,-2.21,2.57,5.16,0.11,8.81,-0.52,4.48,1.38,1.47,0.2,-3.45,0,3.41,-0.55,3.84,4.12,0.8,2.39,1.85,-0.2,14.76,1.64,-0.5,-0.28,0.23,-1.57,6.2,-2.75,1.1,0.22
195904,2.31,1.69,4.15,11.44,0.31,-1.18,2.33,12.12,7.38,4.39,4.31,2.31,4.2,7.26,9.65,1.62,-6.68,-0.23,1.96,-0.93,4.83,2.79,10.01,1.96,3.98,7.18,1.4,-0.77,1.75,2.72,0.2
195905,4.18,1.07,-5.65,-1.37,-1.6,2.87,0.25,-0.85,6.02,2.66,3.93,5.28,4.77,1.42,5.77,2.12,-1.09,-0.91,-0.72,-0.88,-0.82,-6.9,8.65,-0.71,1.33,-0.78,3.17,-0.2,0.96,6.35,0.22
195906,0.22,0.61,4.83,4.44,0.95,-0.64,1.63,6.84,-1.32,6.87,1.65,5.15,4.58,-0.68,0.82,-3.99,-3.78,2.41,-2.56,-1.98,-0.81,4.74,-0.77,2.64,1.81,1.84,2.55,6.11,2.87,0.37,0.25
195907,3.91,10.48,1,4.35,9.29,2.57,-0.76,4.99,6.6,7.34,2.22,3.66,2.37,0.9,7.31,0.54,1.33,11.21,5.1,4.1,0.85,-0.84,0.64,3.3,-0.59,2.91,2.17,2.16,1.48,0.38,0.25
195908,-0.64,-2.23,3.32,-1.89,2.77,3.47,-1,-3.33,-3.18,-2.88,-2.37,2.23,-1.89,-2.16,1.84,-10.71,-1.57,0.14,-3,1.53,0.8,0.68,-2.51,-0.31,-2.58,-0.93,1.11,3.16,-1.14,0.59,0.19
195909,-2.82,-3.96,-2.71,-4.77,-5.06,-6.07,-0.64,-4.65,-4.81,-2.09,-4.01,-4.87,-6.85,-4.35,-3.92,-5.12,-4.09,-5.59,-6.61,-4.03,-0.65,-4.85,-3.46,-2.58,-3.08,-4.53,-1.59,-4.67,-4.48,-4.28,0.31
195910,3.69,1.34,6.3,8.15,5.62,4.78,5.83,2.68,1.81,-1.97,3.88,-1,2.01,6.19,0.21,4.13,-1.05,5.57,1.39,1.18,1.6,2.76,4.57,1.85,-0.69,6.36,0.8,7.41,0.93,3.55,0.3
195911,1.1,2.09,2.33,4.18,0.98,3.52,0.71,5.88,2.57,0.76,1.38,-0.1,0.29,10.6,0.28,11.67,1.07,0.98,-0.17,0.66,-0.97,5.54,8.38,6.42,-1.54,7.31,2.4,-0.72,1.69,6.68,0.26
195912,2.69,1.03,-2.34,2.32,7.97,1.35,2.55,-1.29,3.76,1.42,1.4,2.86,3.79,6.21,5.96,-4.2,5.08,2.75,4.61,2.47,4.65,-1.28,1.35,2.14,2.7,0.38,3.09,3.39,0.82,-5.82,0.34
196001,-3.83,-5.05,-1.39,1.87,-4.81,-7.18,-7.87,-6.02,-9.37,-4.11,-6.01,-8.72,-3.76,-11.64,-11.05,-4.37,-3.15,-7.25,-7.16,-1.74,1.28,-5.52,-7.27,-8.75,-3.65,-4.67,-5.43,-9.42,-4.07,-3.32,0.33
196002,3.93,-1.56,2.85,4.81,2.97,9.89,2.02,0.56,-0.16,0.9,3.65,-1.45,-1.55,5.69,-1.57,2.63,2.15,-2.39,-3.16,3.06,8.65,9.71,5.67,3.58,-0.37,2,4.58,2.39,-0.38,6.9,0.29
196003,-0.97,-2.24,0.52,0.05,2.88,0.14,-1.89,1.96,-2.05,-6.09,-0.08,-4.88,-2.88,-0.19,-5.94,-7.49,-2.29,-4.77,-0.37,2.12,0.49,0.39,4.04,-1.73,-4.29,-0.67,0.57,-3.18,0.75,-1.73,0.35
196004,1.55,-1.78,1.73,6.84,-0.79,-0.89,0.59,1.87,-5.15,-0.72,-1.07,-5.15,-3.72,-0.73,-1.93,-0.98,-0.43,-2.59,-4.1,1.56,-0.86,7.52,2.15,0.79,-1.75,0.83,-0.15,9.24,-0.32,0.93,0.19
196005,8.74,0.02,2.98,7.82,12.21,8.28,2.28,14.04,3.94,2.64,3.72,2.89,1.46,7.02,0.81,9.81,-0.85,2.95,-3.31,1.79,3.59,-1.21,12.44,3.39,1.45,2.19,3.65,1.34,0.04,1.56,0.27
196006,5.87,0.95,5.21,2.72,0.5,6.86,-1.11,0.08,0.93,4.52,3.02,1.8,2.11,0.28,0.19,0.84,-0.93,-0.86,3.86,6.03,-0.1,-7.59,2.87,3.98,2.64,6.44,3.89,1.51,4.28,6.89,0.24
196007,-1.85,-0.53,4.86,-4.46,0.49,-0.34,-0.84,-3.73,-6.54,-2.88,-4.91,-2.12,-3.63,-6.7,-1.06,2,2.68,2.3,0.8,-1.1,0.23,3.1,-1.76,-3.84,-2.85,-5.9,-2.73,-0.99,0.33,-5.69,0.13
196008,4.91,3.58,5.54,7.5,3.97,5.43,3.68,2.63,1.51,-0.5,0.91,0.97,1.14,-0.7,3.23,7.23,7.28,3.81,4.28,4.63,7.28,6.03,3.05,1.52,2.31,4.85,3.19,2.39,3.83,3.82,0.17
196009,-3.56,-4.68,-1.77,-2.01,-5.88,-8.86,-3.91,-8.55,-6.38,-4.93,-4.71,-7.92,-5.37,-10.14,-5.58,-8.38,-1.89,-4.87,-0.76,-4.39,-5.75,-3.21,-7.29,-7.05,-6.76,-8.12,-8.23,-1.58,-5.53,-3.89,0.16
196010,1.46,0.98,4.31,0.55,2.82,6.92,-3.06,-3.27,-1.15,-2.62,-0.97,-1.91,-0.98,-3.14,-0.8,1.37,3.63,-1.19,2.72,-0.09,0.36,5.06,-2.96,-1.41,-0.57,-3.78,0.77,-4.1,0.02,0.82,0.22
196011,9.72,6.83,5.7,14.17,10.37,9.39,3.41,4.17,4.51,2.3,6.88,1.53,8.54,5.48,-0.15,7.87,7.68,6.9,3.47,3.91,4.32,9.75,8.45,5.57,5.61,9.98,6.77,4.66,8.01,4.27,0.13
196012,4.83,0.01,3.86,8.09,7.73,2.08,3.6,6.38,3.17,0.84,4.59,5.11,5.11,1.34,-0.05,2.71,6.26,1.9,5.53,6.58,12.61,8.5,4.61,5.89,2.59,2.38,2.38,2.4,5.94,4.12,0.16
196101,5.08,5.61,9.15,0.94,9.85,4.74,6.32,6.24,6.84,11.59,6.04,8.68,6.33,-0.21,8.88,6.81,6.33,11.24,9.92,5.05,8.08,4.67,5.46,4.94,8.73,8.31,2.67,4.46,7.51,8.61,0.19
196102,4.49,8.44,5.69,22.61,2.43,6.18,8.12,5.33,2.41,7.09,5.07,6.02,9.31,-0.01,4.5,6.28,-1.44,9.52,0.7,3.81,0.89,0.48,4.82,7.11,4.5,3.59,5.11,8.51,7.34,6.28,0.14
196103,5.04,2.95,6,7.58,5.17,6.74,3.48,4,1.32,6.32,2.9,2.24,1.92,3.38,3.54,1.89,2.83,-0.36,1.67,1.94,7.63,0.2,2.71,-0.29,1.27,4.85,6.22,4.46,4.73,7.48,0.2
196104,-1.05,1.74,0.11,-1.87,-6.03,3,2.94,-0.13,-1.13,-4.97,-3.17,-1.27,-1.98,-2.19,-1.5,2.27,1.31,0.85,5.01,2.03,0.97,0.22,2.53,-0.03,-1.29,3.42,0.53,4.57,1.7,-3.33,0.17
196105,4.56,5.74,3.75,-3.55,3.07,0.34,7.16,2.46,5.86,5.83,2.47,6.25,5,4.82,3.71,2.52,8.82,8,0.18,2.68,-0.86,-0.34,1.93,1.75,5.11,0.32,4.67,-1.54,4.37,3.68,0.18
196106,-1.77,-2.72,4.37,-5.47,-3.45,3.83,-5.1,-3.18,-0.92,-2.96,-2.55,-7.25,-2.74,-3.52,-0.91,-2.97,-5.56,-4.01,-3.82,-1.62,-3.79,0.53,-2.91,-4.06,-4.17,-4.5,1.21,-5.23,-2.56,0.77,0.2
196107,3.08,1.24,6.31,-0.85,-2.19,2.33,1.79,3.63,3.31,1.89,0.19,4.48,1.43,3.55,6.88,4.19,2.94,3.59,2.43,3.07,6.61,-7.89,0.92,-0.14,0.04,0.35,2.81,3.05,3.79,5.73,0.18
196108,5.2,3.48,8.02,1.17,1.17,10.73,5.55,3.98,2.63,6.05,1.1,0.47,1.91,3.51,2.23,-0.62,4.85,1.9,0.3,3.94,0.4,9.27,5.39,5.65,3.8,3.37,3.31,0.74,9,1.92,0.14
196109,-0.28,-1.14,0.27,1.58,1.09,-2.71,-0.81,-1.14,-4.11,-3.91,-1.98,-7.55,-4.17,-1.04,4.93,-6.02,-5.94,1.5,-6.44,1.57,-2.6,-5.7,1.35,-2.4,-0.82,-3.88,1.01,-5.87,0.04,3.48,0.17
196110,4.11,-0.46,7.43,-4.88,1.37,-0.29,8.89,3.71,0.43,3.49,1.12,-1.52,0.93,-1.57,0.45,-4.88,-1.85,5.02,6.85,5.5,0.38,2.62,6.91,2.12,2.55,4.68,9.77,1.09,2.37,0.77,0.19
196111,5.58,4.77,8.33,0.55,4.05,4.81,5.68,3.42,2.79,7.67,6.36,1.95,3.31,6.08,8.9,3.49,3.86,6.39,5.67,3.56,8.64,8.57,1.29,2.35,0.79,5.95,5.24,1.38,7.48,1.99,0.15
196112,-3.31,1.79,-5.74,2.35,-3.28,-3.4,0.79,-1.83,0.22,-0.79,0.55,3.5,0.45,-1.04,2.12,0.59,-2.69,0.48,4.07,-4.03,3.52,-0.3,-0.17,-2.27,0.13,0.84,-0.21,-1.83,-4.15,-0.39,0.19
196201,-6.19,-2.97,-3.8,-12.75,-2.96,-6.89,-6.22,-4.38,-4.28,1.11,-5.02,-3.51,-0.17,-1.98,-0.79,6.95,-1.1,5.15,0.21,-2.34,-5.84,-4.4,-6.43,-4.74,3.03,-0.31,-9.06,-3.42,-4.51,-3.14,0.24
196202,0.15,0.68,1.08,-1.62,-0.12,-0.5,1.78,3.96,3.7,2.48,1.49,-0.66,1.91,-0.05,-1.14,-2.94,-2.91,0.86,5.67,2.82,4.29,-1.54,0.33,4.27,0.72,0.31,2,-0.19,4.04,4.6,0.2
196203,1.38,0.06,-6.27,-4.94,0.81,4.71,-0.97,0.74,-2.32,-0.38,-0.18,1.16,-1.5,1.6,-0.7,-3.14,-1.09,-4.28,-1.39,2.18,-2.74,-1.01,-0.36,1.53,-1.26,-1.9,1.36,-3.67,-1.73,-1.43,0.2
196204,-4.15,-3.15,-12.55,-10.6,-8.3,-6.59,-7.65,-10.79,-5.79,-7.59,-7.03,-10.16,-7.51,-9.72,-5.07,-9.77,-7.29,-9.67,-3.26,-2.57,-4.49,-2.67,-11.57,-7.49,-5.83,-5.34,-4.12,-8.65,-7.24,-1.68,0.22
196205,-10.77,-8.57,-13.66,-10.91,-14.39,-9.71,-10.07,-10.66,-7.77,-7.56,-8.53,-6.93,-7.63,-8.29,-5.06,-5.1,-4.16,-9.46,-4.64,-10.23,-6.87,-10.49,-12.71,-10.55,-4.7,-10.86,-8.67,-6.98,-9.54,-11.35,0.24
196206,-8.35,-5.77,-7.93,-15.35,-16.13,-11.92,-8.92,-12.39,-8.28,-4.46,-10.96,-9.81,-7.99,-10.2,-6.84,-7.04,-3.88,-6.76,-4.62,-4.88,-8.32,-12.71,-12.19,-9.22,-7.4,-10.71,-9.99,-12.5,-10.63,-13.85,0.2
196207,7.47,3.17,1.23,-2.08,6.93,10.51,8.17,8.05,7.16,6.03,5.91,3.51,4.58,10.03,7.79,9.9,3.53,10.69,5.06,7.72,7.5,10.97,12.68,3.89,3.79,5.72,4.48,5.37,8.67,9.29,0.27
196208,0.27,4.68,1.88,6.18,4.46,1.59,3.39,-7.69,4.69,-0.49,2.8,-0.1,2.44,4.17,3.31,4.65,3.74,1.67,2.08,3.4,1.81,1.41,3.26,3.13,3.6,4.56,4.67,0.97,4.17,6.04,0.23
196209,-4.51,-5.73,-7.35,-10.1,-4.3,-8.76,-6.19,-3.84,-1.74,-4.19,-6.73,-8.25,-5.97,-7.66,-3.35,-5.64,-5.74,-3.66,-1.52,-2.62,-5.84,-7.97,-9.37,-6.01,-5.18,-7.03,-6.34,-8.44,-5.46,-4.54,0.21
196210,-2.47,-2.06,-6.39,-8.46,0.33,1.38,-0.9,2.72,5.13,1.39,-1.54,1.05,0.22,2.64,2.55,1.62,0.64,-1.7,-0.01,-0.83,3.02,-1.04,-1.68,-0.75,3.47,-0.47,-1.1,-5.06,-0.42,-3.01,0.25
196211,12.45,11.53,11.66,15.96,12.47,14.54,9.85,17.79,11.91,11.04,13.75,15.33,13.48,14.37,7.77,11.66,9.17,10.77,10.92,7.79,7.36,12.58,15.06,13.52,17.21,13.87,11.19,13.72,14.34,15.89,0.2
196212,3.04,2.69,-1.94,2.29,-3.42,1.03,-0.28,1.12,1.37,0.97,-1.96,-4.33,0.84,0.98,2.81,-1.76,-2.51,1.02,5,3.67,1.31,1.7,-0.61,-1.16,1.57,0.46,0.31,-2.07,1.91,2.49,0.23
196301,6.89,4.28,1.97,8.94,6.8,5.71,6.71,5.9,4.71,9.07,4.81,8.18,7.89,5.22,6.46,1.45,10.91,8.5,2.83,5.51,4.38,1.61,6.39,8.48,6.22,3.82,4.37,7.78,3.88,8.89,0.25
196302,-2.5,-4.82,-3.13,-6.42,-1.71,-3.02,-3.15,-2.35,-3.62,0.88,-0.48,-1.9,-2.37,-6.13,-2.7,-0.73,-1.53,-0.21,-1.1,-1.25,-0.86,0.29,-3.88,-1.94,0.53,-1.64,-0.32,-3.51,-0.07,0.53,0.23
196303,1.96,4.84,7.97,1.35,-0.64,4.23,1.66,1.41,3.88,1.06,3.67,2.47,3.13,1.62,7.05,0.46,2.96,6.43,7.22,2.02,2.17,4.13,3.93,3.24,3.53,0.83,2.4,-5.49,2.54,5.52,0.23
196304,1.35,0.91,6.55,-0.55,8.2,6.27,2.05,7.87,4.69,7.94,4.26,5.7,3.63,6.13,6.23,3.62,5.14,4.59,6.33,2.65,3.98,2.68,7.03,5.11,8.76,5.89,5.75,0.73,3.93,6.36,0.25
196305,3.73,1.44,-2.76,4.67,0.79,1.15,0.72,-0.01,1.52,2.68,1.42,6.8,6.32,4.92,7.39,-0.66,2.53,4.14,0.05,1.27,-0.4,3.77,4.09,-0.89,6.79,1.33,2.96,3.36,0.67,0.21,0.24
196306,-0.23,-1.59,-6.04,-1.07,1.24,-0.04,-1.52,-0.86,-2.99,-0.72,-1.15,-3.53,-1.25,-2.4,-2.97,-0.77,-2.12,-1.53,1.5,-0.9,-1.71,-1.04,-6.28,-1.71,-0.7,-2.73,-1.02,-0.32,-0.77,-1.9,0.23
196307,0.32,-1.92,-2.27,-3.21,0.23,0.12,-0.4,0.83,-0.73,3.76,-0.51,-1.32,-2.79,-2.16,0.12,-3.4,-2.63,0.59,2.61,1.07,0.02,-3.21,-0.28,-1.11,-2.27,0.41,-0.81,-3.94,-0.38,-2.11,0.27
196308,5.07,2.39,7.4,6.33,4.91,6.47,5.08,9.81,4.86,4.55,6.29,8.56,4.86,5.42,7.45,3.52,4.27,7.73,4.1,4.45,4.54,2.93,5.48,7.95,7.62,4.46,6.9,1.32,4.62,6.5,0.25
196309,-1.16,1.5,-3.96,-3.78,2.94,-1.1,-3.77,-3.79,-0.51,-0.87,-0.98,0.56,-2.41,-1.41,0.58,-4.33,-0.69,-4.21,-3.35,-2.23,2.64,-2.38,0.56,1.72,-3.58,-1.38,1.4,-2.24,-3.04,-2.66,0.27
196310,2.7,-0.99,6.07,10.63,-0.86,4.54,2.8,3.67,3.77,6.01,-0.23,1.87,4.26,-0.2,10.43,2.57,3.45,9.74,-0.23,-0.38,3.72,1.8,8.95,1.94,2.06,1.72,0.74,1.4,0.98,3.43,0.29
196311,-0.17,-0.45,-5.36,-1.69,0.09,0.09,-1.17,-1.38,2.49,2.26,-0.78,-1.56,-0.47,-1.45,-5.15,5.81,1.83,0.94,-0.93,-0.75,4.41,-3.51,0,-0.66,4.05,-3.74,-0.82,-3.34,-2.06,1.94,0.27
196312,3.28,1.5,6.27,-1.84,0.08,4.55,-0.4,1.83,4.8,3.59,1.1,1.8,2.18,-2.26,-0.91,-3.93,6.34,5.71,4.93,2.71,0.21,1.22,3.55,0.6,4.46,-0.33,0.63,2.04,1.92,-2.53,0.29
196401,1.44,1.29,-1.39,-0.65,4.69,2.04,-0.53,3.98,3.56,2.56,2.33,4.73,4.02,-2.83,1.38,3.7,0.27,4.74,5.15,1.7,3.63,2.35,3.35,2.14,4.16,-1.94,3.11,-0.17,-0.86,-2.03,0.3
196402,1.69,0.09,2.9,2.51,7.05,1.2,2.1,1.92,2.5,3.99,5.08,3.15,3.59,5.27,3.94,5.35,5.96,0.38,1.34,1.13,-0.02,2.99,2.23,-0.06,7.26,2.18,1.84,7.34,4.1,1.32,0.26
196403,2.27,7.24,10.68,3.03,-0.64,2.63,1.4,-1.63,2.95,0.76,5.15,7.28,6.94,3.91,0.93,2.05,5.59,-1.5,1.76,-0.44,-0.59,2.85,3.76,1.54,3.16,4.97,2.6,4.35,1,0.02,0.31
196404,-0.78,-1.32,2.12,-3.87,2.41,-1.27,-0.33,-1.13,-0.89,-0.18,-0.21,-3.28,-0.06,-4.51,3.24,-4.15,13.69,-3.95,4.52,1.35,1.12,0.17,-3.4,-0.87,-0.99,0.16,3.34,2.15,-0.7,-3.41,0.29
196405,1.94,1.73,0.07,-3.6,1.73,2.47,2.21,0.79,2.6,5.96,0.52,1.47,2.37,-0.85,2.05,4.72,1.27,0.9,2.44,1.1,-0.13,-3.05,3.1,-0.68,6.2,0.35,4.43,0.02,0.23,0.28,0.26
196406,2.63,0.79,-1.24,-0.77,4.12,0.48,4.42,0.89,-0.27,-0.09,0.59,1.2,4.18,0.14,1.82,3.41,-0.76,-2.04,1.01,2.5,5,6.25,0.74,1.27,4.14,3.76,4.23,2.79,-0.87,-1.1,0.3
196407,1.53,8.2,0.71,0.58,0.05,1.02,4.32,5.06,2.46,6.11,1.69,0.92,2.25,7.98,5.73,6.23,2.89,1.71,3.67,5.21,-1.7,3.46,-1.61,0.91,0.53,2.92,1.39,1.24,2.19,3.24,0.3
196408,-1.02,-1.59,6.88,-3.06,-1.11,-1.19,-0.61,-3.94,-1.98,-1.5,-1.36,0.21,-0.52,3.03,2.06,3.43,0.54,-0.22,-1.6,0.27,-1.27,3.8,-2.61,-1.81,-5.5,-4.35,0.87,-3.29,-1.9,1.05,0.28
196409,2.25,1.93,-1.69,5.87,2.53,6,4.12,3.01,5.63,4.61,0.33,5.78,3.63,4.34,5.47,5.9,10.97,5.6,3.33,2.15,-0.73,1.12,1.46,4.61,5.06,2.87,3.77,4.09,2.76,4.5,0.28
196410,-0.88,2.69,-1.77,1.17,2.78,-0.86,1.01,3.17,1.22,7.6,2.46,-2.33,2.45,6.33,0.48,0.92,0.43,0.33,3.41,1.24,-0.61,1.91,-0.74,3.21,4.53,1.45,2.6,6.07,-0.4,0.04,0.29
196411,1.51,-1.12,-1.34,-1.65,2.07,1.24,3.14,2.46,2.64,0.67,-0.41,-4.53,1.73,1,-2.41,0.83,0.58,1.26,2.88,1.66,-1.91,-1.89,0.1,-2.58,-3.25,2.24,3.64,1.4,-0.6,1.25,0.29
196412,1.49,0.13,-4.37,-1.07,1.23,0.99,-0.04,4.69,0.77,0.94,-0.73,-1.4,-2.49,-2.41,2.25,0.37,-0.84,2.07,0.04,0.81,3.4,-0.11,0.3,-1.05,-2.16,1.06,0.39,-0.03,-0.92,-3.6,0.31
196501,5.32,12.43,5.65,8.72,8.96,6.8,7.79,7.94,5.96,8.72,5.73,5.19,4.53,10.12,3.2,3.05,8.53,4.01,0.73,4.24,0.56,8.27,7.71,5.81,5.02,5.85,3.02,9.75,2.99,5.47,0.28
196502,1.62,2.2,0.26,5.37,1.65,3.08,6.6,2.72,1.21,2.58,3.56,3.28,6.3,5.48,-0.96,3.83,5.07,-0.21,-3.13,0.73,1.1,3.48,2.46,0.44,2.91,3.23,1.65,3.32,1.57,6.17,0.3
196503,-1.1,0.95,-0.54,4.11,3.23,-1.54,1.18,-0.57,-2.65,1.2,0.62,0.39,-2.17,-0.39,2.27,1.23,-0.29,0.26,-2.74,-0.16,-1.33,3.61,-0.11,1.33,-0.14,1.14,-0.57,0.66,0.08,5.08,0.36
196504,3.18,5.83,5.92,4.18,5.85,6.09,5.13,3.29,2.25,9.29,3.05,5.52,5.41,5.46,7.65,8.05,4.38,-1.76,1.21,0.96,2.64,4.59,5.53,3.67,1.17,6.2,7.34,3.45,2.92,2.82,0.31
196505,-0.62,0,-1.34,2.32,0.86,-0.2,1.17,-0.93,0.84,-0.91,-0.45,-0.43,-2.2,1.1,-3.94,0.52,-1.81,-2.17,1.25,-0.66,3.06,-2.61,0.89,-1.51,-0.49,-0.54,0.69,-2.75,-2.05,-1.21,0.31
196506,-3.98,-4.21,-3.05,-9.34,-6.04,-5.01,-8.77,-4.96,-5.4,-7.59,-6.73,-6.51,-5.92,-7.61,-6.83,-6.8,-9.63,-5.64,-1.54,-3.31,-3.83,-8.8,-5.28,-5.89,-6.51,-8.99,-5.78,-6.37,-4.59,-11.35,0.35
196507,1.53,-0.05,2.05,6.01,3.87,4.77,2.67,4.26,0.37,3.28,0.88,3.42,1.97,5,1.95,9.95,8.06,2.23,2.12,1.37,-0.07,4.5,3.78,0.09,4.95,5.78,-1.52,1.64,1.44,7.74,0.31
196508,2.1,4.1,9.79,7.07,7.53,6.86,6.97,6.62,1.86,6.39,2.93,3.07,4.4,6.88,2.86,3.31,3.7,3.6,1.85,1.25,1.66,3.96,6.38,3.03,6.81,5.54,2.44,5.53,4.92,5.43,0.33
196509,0.52,-0.01,-2.34,11.91,2.73,6.2,2.29,2.55,4.25,5.27,2.71,2.39,6.35,5.52,5.17,10.94,0.89,0.63,4.76,1.7,1.4,4.47,5.78,3.78,3.45,7.86,-0.83,4.68,0.16,4.4,0.31
196510,1.3,2.85,4.73,11.94,6.32,4.65,4.92,3.54,3.18,5.6,4.76,5.58,5.81,6.09,6.91,8.05,4.75,15.86,1.89,1.36,-1.98,4.8,5.57,2.91,6.99,3.77,0.35,5.48,1.39,2.95,0.31
196511,0.62,1.29,-4.3,11.84,7.81,1.28,2.51,4.15,-1.56,7.99,1.19,-4.02,5.8,8.6,-4.65,15.58,2.7,-0.46,1.09,-0.65,-3.97,2.65,2.79,2.23,6.88,6.16,1.49,2.53,1.39,9.8,0.35
196512,1.35,2.97,-0.69,4.26,3.95,4.75,2.47,4.16,2.71,2.01,2.26,8.43,2.27,-0.15,1.21,-1.58,9.07,1.03,0.48,0.02,-0.53,8.55,-1.27,2.25,2.73,4.08,1.52,4.33,2.32,-0.55,0.33
196601,0.53,1.63,3.28,11.27,2.14,2.44,4.63,3.12,-0.4,8.76,4.06,4.73,3.04,4.45,0.64,9.65,12.5,1.49,1.4,-2.64,-0.92,2.84,1.46,4.99,7.54,7.38,-4.8,3.45,0.89,4.12,0.38
196602,-0.53,-2.5,-1.97,7.78,0.79,-0.33,3.39,-1.2,-1.57,0.79,-0.48,-1.55,-0.64,1.58,-1.27,-0.29,9.78,0.33,-3.21,-3.82,0.83,2.84,5.71,-0.06,3.79,2.66,-1.81,-1.06,-1.74,1.03,0.35
196603,-1.98,-3.76,-3.01,3.19,3.24,2.96,-2.97,-1.22,-4.17,-4.09,-2.62,-1.92,-1.32,1.27,-4.84,-0.99,-3.9,0.55,-1.91,0.24,-4.46,-2.77,-0.56,-3.41,-1.46,-2.58,-1.86,3.51,-3.71,-2.22,0.38
196604,-0.56,3.54,-0.74,6.11,4.17,5.83,3.23,0.32,0.65,1.14,2.01,2.07,1.64,4.11,-1.03,4.1,3.44,1.26,3.52,1.53,1.6,3.71,8.03,4.67,4.85,12.4,2.85,7.29,1.64,10.5,0.34
196605,-3.26,-5.86,-3.47,-13.3,-5.01,-5.45,-7.52,-4.84,-4.15,-8.24,-5.4,-7.5,-5.55,-8.2,-6.27,-8.12,-7.76,-2.13,-3.34,-2.32,-2.57,-10.57,-5.62,-4.6,-9.28,-9.48,-2.08,-3.96,-3.48,-9.48,0.41
196606,-2.66,3.67,-1.61,-4.77,2.8,1.29,-1.56,1.37,-3.5,-1.6,-1.64,-0.51,-0.88,-2.43,-1.15,1.43,0.31,-8.13,-1.77,-1.4,0.87,-0.13,0.25,-0.29,3.82,1.52,-2.26,1.09,-1.75,-0.42,0.38
196607,-0.05,-3.61,-0.1,-2.84,-0.45,-2.04,-1.36,-1.37,-0.81,-4.81,-1.09,-3.73,-3,-5.01,0.79,-6.83,-0.05,3.69,0.7,0.17,-0.82,-3.67,-1.36,1.83,-2.08,-2.91,-1.48,-2.53,-1.72,-4.36,0.35
196608,-5.66,-6.45,-5.05,-2.65,-8.77,-7.88,-9.96,-7.66,-8.63,-9.37,-9.82,-7.08,-6.89,-8.59,-7.26,-7.48,-12.68,5.17,-6.15,-8.18,-4.19,-8.98,-5.47,-5.15,-12.85,-10.58,-5.55,-9.75,-8.41,-8.6,0.41
